lalka_1_01_f000001|Jak wygląda firma J. Mincel i S. Wokulski przez szkło butelek?|Jak wygląda firma J. Mincel i S. Wokulski przez szkło butelek?
lalka_2_16_f000213|Dziś przyjechałem - odpowiada Wokulski, uspokojony widokiem jego pełnej, czerwonej twarzy bez zarostu.|Dziś przyjechałem - odpowiada Wokulski uspokojony widokiem jego pełnej czerwonej twarzy bez zarostu.
lalka_2_16_f000214|I piliście trochę, to zaraz widać - wtrąca dorożkarz. - A taksę znacie?|I piliście trochę to zaraz widać - wtrąca dorożkarz. - A taksę znacie?
lalka_2_16_f000215|Wszystko jedno.|Wszystko jedno.
lalka_2_16_f000216|Naprzód Lizetka! Bardzo podobał mi się ten cudzoziemiec i myślę, że tylko tacy powinni pokazywać się na naszej wystawie.|Naprzód Lizetka! Bardzo podobał mi się ten cudzoziemiec i myślę że tylko tacy powinni pokazywać się na naszej wystawie.
lalka_2_16_f000217|Czy aby jesteście pewni, obywatelu, że mamy jechać do Grand Hôtel? - zwraca się do Wokulskiego.|Czy aby jesteście pewni obywatelu że mamy jechać do Grand Hotel? - zwraca się do Wokulskiego.
lalka_2_16_f000218|Najzupełniej.|Najzupełniej.
lalka_2_16_f000219|Naprzód Lizetka! Ten cudzoziemiec zaczyna mi imponować. - Czy nie jesteście, obywatelu, z Berlina?|Naprzód Lizetka! Ten cudzoziemiec zaczyna mi imponować. - Czy nie jesteście obywatelu z Berlina?
lalka_2_16_f000220|Nie.|Nie.
lalka_2_16_f000221|Dorożkarz przypatruje mu się chwilę, wreszcie mówi:|Dorożkarz przypatruje mu się chwilę wreszcie mówi:
lalka_2_16_f000222|Tem lepiej dla was. Nie mam wprawdzie pretensyi do prusaków, choć zabrali nam Alzacyą i spory kawał Lotaryngii, ale zawsze nie lubię mieć niemca za kołnierzem.|Tem lepiej dla was. Nie mam wprawdzie pretensyi do prusaków choć zabrali nam Alzacyą i spory kawał Lotaryngii ale zawsze nie lubię mieć niemca za kołnierzem.
lalka_2_16_f000223|skądźe jesteście, obywatelu?|skądźe jesteście obywatelu?
lalka_2_16_f000224|Z Warszawy.|Z Warszawy.
lalka_2_16_f000225|Ah, ça! Piękny kraj... bogaty kraj... Naprzód Lizetka! Więc pan jesteś polak? Znam polaków! Oto plac Opery, obywatelu, a oto Grand Hôtel.|Ah ca! Piękny kraj... bogaty kraj... Naprzód Lizetka! Więc pan jesteś polak? Znam polaków! Oto plac Opery obywatelu a oto Grand Hotel.
lalka_2_17_f000001|Wokulski rzucił trzy franki dorożkarzowi, pędem wbiegł do bramy, a z niej na trzecie piętro.|Wokulski rzucił trzy franki dorożkarzowi pędem wbiegł do bramy a z niej na trzecie piętro.
lalka_2_17_f000002|Ledwie stanął przed swoim numerem, już ukazał się uśmiechnięty służący i oddał mu bilet Suzina i pakiet listów.|Ledwie stanął przed swoim numerem już ukazał się uśmiechnięty służący i oddał mu bilet Suzina i pakiet listów.
lalka_2_17_f000003|Dużo interesantów... dużo interesantek! - rzekł służący, patrząc na niego figlarnie,|Dużo interesantów... dużo interesantek! - rzekł służący patrząc na niego figlarnie
lalka_2_17_f000004|Gdzież oni?|Gdzież oni?
lalka_2_17_f000005|Są w salonie przyjęć, są w czytelni, są w sali jadalnej... Pan Jumart niecierpliwi się.|Są w salonie przyjęć są w czytelni są w sali jadalnej... Pan Jumart niecierpliwi się.
lalka_2_17_f000006|Któż jest pan Jumart? - spytał Wokulski.|Któż jest pan Jumart? - spytał Wokulski.
lalka_2_17_f000007|Marszalek dworu pańskiego i pana Siuzę... Bardzo zdolny człowiek i duże mógłby panu oddać usługi, gdyby był pewny tak...|Marszalek dworu pańskiego i pana Siuzę... Bardzo zdolny człowiek i duże mógłby panu oddać usługi gdyby był pewny tak...
lalka_2_17_f000008|z 1.000 franków gratyfikacyi... - mówił wciąż figlarnie służący.|z jedna i zero dziesiate franków gratyfikacyi... - mówił wciąż figlarnie służący.
lalka_2_17_f000009|Gdzież on jest?|Gdzież on jest?
lalka_2_17_f000010|Na pierwszem piętrze, w pańskim salonie przyjęć. Pan Jumart jest bardzo zdolny człowiek, ale i ja może przydałbym się waszej ekscelencyi, jakkolwiek nazywam się Miler.|Na pierwszem piętrze w pańskim salonie przyjęć. Pan Jumart jest bardzo zdolny człowiek ale i ja może przydałbym się waszej ekscelencyi jakkolwiek nazywam się Miler.
lalka_2_17_f000011|Naprawdę jednak jestem alzatczyk i, na honor, zamiast brać od pana, jeszcze płaciłbym 10 franków dziennie, byleśmy raz skończyli z prusakami.|Naprawdę jednak jestem alzatczyk i na honor zamiast brać od pana jeszcze płaciłbym dziesięć franków dziennie byleśmy raz skończyli z prusakami.
lalka_2_17_f000012|Wokulski wszedł do numeru.|Wokulski wszedł do numeru.
lalka_2_17_f000013|Nadewszystko niech panowie strzegą się tej baronowej... która już czeka w czytelni, a ma niby to przyjść dopiero o trzeciej... Przysięgnę, to niemka... Jestem przecie alzatczyk!|Nadewszystko niech panowie strzegą się tej baronowej... która już czeka w czytelni a ma niby to przyjść dopiero o trzeciej... Przysięgnę to niemka... Jestem przecie alzatczyk!
lalka_2_17_f000014|Ostatnie zdania Miler wypowiedział zniżonym głosem i cofnął się na korytarz.|Ostatnie zdania Miler wypowiedział zniżonym głosem i cofnął się na korytarz.
lalka_2_17_f000015|Wokulski otworzył bilet Suzina i czytał:|Wokulski otworzył bilet Suzina i czytał:
lalka_2_17_f000016|Sesya dopiero o ósmej - pisał Suzin - masz czasu dosyć, więc załatw się z tymi interesantami, a nadewszystko z babami. Ja już, dalibóg, za stary, żeby im wszystkim dogodzić.|Sesya dopiero o ósmej - pisał Suzin - masz czasu dosyć więc załatw się z tymi interesantami a nadewszystko z babami. Ja już dalibóg za stary żeby im wszystkim dogodzić.
lalka_2_17_f000017|Wokulski zaczął przeglądać listy. Powiększej części były to reklamy kupców, fryzyerów, dentystów, prośby o wsparcie,|Wokulski zaczął przeglądać listy. Powiększej części były to reklamy kupców fryzyerów dentystów prośby o wsparcie
lalka_2_17_f000018|propozycye wyjawienia jakichś tajemnic, jedna odezwa od armii zbawienia.|propozycye wyjawienia jakichś tajemnic jedna odezwa od armii zbawienia.
lalka_2_17_f000019|Z całego mnóstwa tych korespondencyj, uderzyła Wokulskiego następna:|Z całego mnóstwa tych korespondencyj uderzyła Wokulskiego następna:
lalka_2_17_f000020|Osoba młoda, elegancka i przystojna, pragnie zwiedzać z panem Paryż na wspólny koszt. Odpowiedź złożyć u szwajcara hotelu.|Osoba młoda elegancka i przystojna pragnie zwiedzać z panem Paryż na wspólny koszt. Odpowiedź złożyć u szwajcara hotelu.
lalka_2_17_f000021|Oryginalne miasto! - mruknął Wokulski.|Oryginalne miasto! - mruknął Wokulski.
lalka_2_17_f000022|Drugi, jeszcze ciekawszy list pochodził od owej baronowej... która od trzeciej miała czekać na schadzkę w czytelni.|Drugi jeszcze ciekawszy list pochodził od owej baronowej... która od trzeciej miała czekać na schadzkę w czytelni.
lalka_2_17_f000023|To jeszcze pół godziny.|To jeszcze pół godziny.
lalka_2_17_f000024|Zadzwonił i kazał przynieść do numeru śniadanie. W kilka minut podano mu szynkę, jaja, befsztyk, jakąś nieznaną rybę, kilka butelek rozmaitych trunków i maszynkę kawy czarnej.|Zadzwonił i kazał przynieść do numeru śniadanie. W kilka minut podano mu szynkę jaja befsztyk jakąś nieznaną rybę kilka butelek rozmaitych trunków i maszynkę kawy czarnej.
lalka_2_17_f000025|Jadł z wilczym apetytem, pił niegorzej, wreszcie kazał Milerowi zaprowadzić się do owej sali przyjęć.|Jadł z wilczym apetytem pił niegorzej wreszcie kazał Milerowi zaprowadzić się do owej sali przyjęć.
lalka_2_17_f000026|Służący wyszedł z nim na kurytarz, dotknął dzwonka, coś powiedział przez tubę i wprowadził Wokulskiego do windy.|Służący wyszedł z nim na kurytarz dotknął dzwonka coś powiedział przez tubę i wprowadził Wokulskiego do windy.
lalka_2_17_f000027|W minutę później Wokulski był na pierwszem piętrze, a gdy opuszczał windę, zastąpił mu drogę jakiś dystyngowany pan, z niedużemi wąsami, we fraku i białym krawacie.|W minutę później Wokulski był na pierwszem piętrze a gdy opuszczał windę zastąpił mu drogę jakiś dystyngowany pan z niedużemi wąsami we fraku i białym krawacie.
lalka_2_17_f000028|Jumart... - odezwał się ten pan z ukłonem.|Jumart... - odezwał się ten pan z ukłonem.
lalka_2_17_f000029|Poszli kilkanaście kroków kurytarzem i Jumart otworzył drzwi wspaniałego salonu.|Poszli kilkanaście kroków kurytarzem i Jumart otworzył drzwi wspaniałego salonu.
lalka_2_17_f000030|Wokulski o mało nie cofnął się, zobaczywszy złocone meble, olbrzymie lustra i ściany ozdobione płaskorzeźbami.|Wokulski o mało nie cofnął się zobaczywszy złocone meble olbrzymie lustra i ściany ozdobione płaskorzeźbami.
lalka_2_17_f000031|Na środku stał duży stół pokryty kosztownym obrusem i przywalony stosem papierów.|Na środku stał duży stół pokryty kosztownym obrusem i przywalony stosem papierów.
lalka_2_17_f000032|Mogę wprowadzić interesantów? - spytał Jumart. - Ci nie są, zdaje mi się, niebezpieczni. Tylko na baronową... ośmielę się zwrócić uwagę... Czeka w czytelni.|Mogę wprowadzić interesantów? - spytał Jumart. - Ci nie są zdaje mi się niebezpieczni. Tylko na baronową... ośmielę się zwrócić uwagę... Czeka w czytelni.
lalka_2_17_f000033|Ukłonił się i wyszedł z powagą do innego salonu, który zdawał się być poczekalnią.|Ukłonił się i wyszedł z powagą do innego salonu który zdawał się być poczekalnią.
lalka_2_17_f000034|Czy ja, do licha, nie wpadłem w jaką awanturę?|Czy ja do licha nie wpadłem w jaką awanturę?
lalka_2_17_f000035|- pomyślał Wokulski.|- pomyślał Wokulski.
lalka_2_17_f000036|Ledwie Wokulski usiadł na fotelu i zaczął przeglądać papiery, wszedł lokaj w błękitnym fraku ozdobionym złotemi haftami i podał mu bilet na tacy. Na bilecie był napis:|Ledwie Wokulski usiadł na fotelu i zaczął przeglądać papiery wszedł lokaj w błękitnym fraku ozdobionym złotemi haftami i podał mu bilet na tacy. Na bilecie był napis:
lalka_2_17_f000037|Pułkownik|Pułkownik
lalka_2_17_f000038|i jakieś nic nie mówiące nazwisko.|i jakieś nic nie mówiące nazwisko.
lalka_2_17_f000039|Prosić.|Prosić.
lalka_2_17_f000040|Po chwili ukazał się mężczyzna pięknego wzrostu, z siwą hiszpanką, takiemiż wąsami i czerwoną wstążeczką przy klapie surduta.|Po chwili ukazał się mężczyzna pięknego wzrostu z siwą hiszpanką takiemiż wąsami i czerwoną wstążeczką przy klapie surduta.
lalka_2_17_f000041|Wiem, że mało ma pan czasu - odezwał się gość, lekko kłaniając się. - Mój interes jest krótki. Paryż, miasto wspaniałe pod każdym względem: czy chodzi o zabawę, czy o naukę; ale potrzebuje wytrawnego przewodnika.|Wiem że mało ma pan czasu - odezwał się gość lekko kłaniając się. - Mój interes jest krótki. Paryż miasto wspaniałe pod każdym względem: czy chodzi o zabawę czy o naukę; ale potrzebuje wytrawnego przewodnika.
lalka_2_17_f000042|Ponieważ znam wszystkie muzea, galerye, teatry, kluby, monumenta, instytucye rządowe i prywatne, słowem, wszystko... więc, jeżeli pan życzy sobie.|Ponieważ znam wszystkie muzea galerye teatry kluby monumenta instytucye rządowe i prywatne słowem wszystko... więc jeżeli pan życzy sobie.
lalka_2_17_f000043|Niech pan raczy zostawić swój adres - odpowiedział Wokulski.|Niech pan raczy zostawić swój adres - odpowiedział Wokulski.
lalka_2_17_f000044|Władam czterema językami, mam znajomości w świecie artystycznym, literackim, naukowym i przemysłowym.|Władam czterema językami mam znajomości w świecie artystycznym literackim naukowym i przemysłowym.
lalka_2_17_f000045|W tej chwili nie mogę panu dać odpowiedzi - przerwał Wokulski.|W tej chwili nie mogę panu dać odpowiedzi - przerwał Wokulski.
lalka_2_17_f000046|Mam zgłosić się, czy czekać na pańskie wezwanie? - spytał gość.|Mam zgłosić się czy czekać na pańskie wezwanie? - spytał gość.
lalka_2_17_f000047|Tak, odpowiem panu listownie.|Tak odpowiem panu listownie.
lalka_2_17_f000048|Polecam się pamięci - odparł gość. Wstał z krzesła i ukłoniwszy się, wyszedł.|Polecam się pamięci - odparł gość. Wstał z krzesła i ukłoniwszy się wyszedł.
lalka_2_17_f000049|Lokaj przyniósł drugi bilet i niebawem ukazał się drugi gość.|Lokaj przyniósł drugi bilet i niebawem ukazał się drugi gość.
lalka_2_17_f000050|Byłto człowiek pulchny i rumiany i wyglądał na właściciela sklepu bławatnego. Kłaniał się na całej przestrzeni ode drzwi do stołu.|Byłto człowiek pulchny i rumiany i wyglądał na właściciela sklepu bławatnego. Kłaniał się na całej przestrzeni ode drzwi do stołu.
lalka_2_17_f000051|Co pan każe? - spytał Wokulski.|Co pan każe? - spytał Wokulski.
lalka_2_17_f000052|Jakto, nie odgadł pan, przeczytawszy nazwisko Escabeau? Hanibal Escabeau? - zdziwił się przybyły. - Karabin Escabeau daje 17 strzałów na minutę; ten zaś, który będę miał honor zaprezentować panu, wyrzuca 30 kul.|Jakto nie odgadł pan przeczytawszy nazwisko Escabeau? Hanibal Escabeau? - zdziwił się przybyły. - Karabin Escabeau daje siedemnaście strzałów na minutę; ten zaś który będę miał honor zaprezentować panu wyrzuca trzydzieści kul.
lalka_2_17_f000053|Wokulski miał tak zdziwioną minę, że Hanibal Escabeau sam począł się dziwić.|Wokulski miał tak zdziwioną minę że Hanibal Escabeau sam począł się dziwić.
lalka_2_17_f000054|Sądzę, że nie omyliłem się? - spytał gość.|Sądzę że nie omyliłem się? - spytał gość.
lalka_2_17_f000055|Omylił się pan - odparł Wokulski. - Jestem kupcem galanteryjnym i karabiny nic mnie nie obchodzą.|Omylił się pan - odparł Wokulski. - Jestem kupcem galanteryjnym i karabiny nic mnie nie obchodzą.
lalka_2_17_f000056|Mówiono mi jednak... poufnie... - rzekł z naciskiem Escabeau - że panowie.|Mówiono mi jednak... poufnie... - rzekł z naciskiem Escabeau - że panowie.
lalka_2_17_f000057|Źle pana poinformowano.|Źle pana poinformowano.
lalka_2_17_f000058|Ach, w takim razie przepraszam... To może być pod innym numerem... - mówił gość, cofając się i kłaniając.|Ach w takim razie przepraszam... To może być pod innym numerem... - mówił gość cofając się i kłaniając.
lalka_2_17_f000059|Nowy występ błękitnego fraka i białych spodni i nowy gość; tym razem mały, szczupły, czarny, z niespokojnem wejrzeniem.|Nowy występ błękitnego fraka i białych spodni i nowy gość; tym razem mały szczupły czarny z niespokojnem wejrzeniem.
lalka_2_17_f000060|Ten prawie przybiegł do stołu, padł na krzesło, obejrzał się na drzwi, i przysunąwszy się do Wokulskiego, zaczął przyciszonym głosem:|Ten prawie przybiegł do stołu padł na krzesło obejrzał się na drzwi i przysunąwszy się do Wokulskiego zaczął przyciszonym głosem:
lalka_2_17_f000061|Pewnie dziwi to pana, ale... rzecz jest ważna... zbyt ważna... W tych dniach zrobiłem olbrzymie odkrycie co do rulety... Trzeba tylko 6 do 7-miu razy dublować stawkę.|Pewnie dziwi to pana ale... rzecz jest ważna... zbyt ważna... W tych dniach zrobiłem olbrzymie odkrycie co do rulety... Trzeba tylko sześć do siedem-miu razy dublować stawkę.
lalka_2_17_f000062|Wybaczy pan, ale ja się tem nie zajmuję - przerwał mu Wokulski.|Wybaczy pan ale ja się tem nie zajmuję - przerwał mu Wokulski.
lalka_2_17_f000063|Nie ufa mi pan? To całkiem naturalne... Ale mam właśnie przy sobie małą ruletę... Możemy spróbować.|Nie ufa mi pan? To całkiem naturalne... Ale mam właśnie przy sobie małą ruletę... Możemy spróbować.
lalka_2_17_f000064|Przepraszam pana, w tej chwili nie mam czasu.|Przepraszam pana w tej chwili nie mam czasu.
lalka_2_17_f000065|Trzy minuty, panie... minutkę.|Trzy minuty panie... minutkę.
lalka_2_17_f000066|Ani pół minuty.|Ani pół minuty.
lalka_2_17_f000067|Więc kiedyż mam przyjść? - pytał gość z miną bardzo zdesperowaną.|Więc kiedyż mam przyjść? - pytał gość z miną bardzo zdesperowaną.
lalka_2_17_f000068|W każdym razie nieprędko.|W każdym razie nieprędko.
lalka_2_17_f000069|Niechże mi pan przynajmniej pożyczy sto franków na oficyalne próby.|Niechże mi pan przynajmniej pożyczy sto franków na oficyalne próby.
lalka_2_17_f000070|Mogę służyć pięcioma - odparł Wokulski, sięgając do kieszeni.|Mogę służyć pięcioma - odparł Wokulski sięgając do kieszeni.
lalka_2_17_f000071|O nie, panie, dziękuję... Nie jestem awanturnikiem ... Zresztą... niech pan da... jutro odniosę... Pan może się tymczasem namyśli.|O nie panie dziękuję... Nie jestem awanturnikiem ... Zresztą... niech pan da... jutro odniosę... Pan może się tymczasem namyśli.
lalka_2_17_f000072|Następny gość, człowiek okazałej tuszy ze sznurem miniaturowych orderów na klapie surduta, proponował Wokulskiemu:|Następny gość człowiek okazałej tuszy ze sznurem miniaturowych orderów na klapie surduta proponował Wokulskiemu:
lalka_2_17_f000073|dyplom doktora filozofii, order, lub tytuł i wydawał się bardzo zdziwionym, gdy propozycyi nie przyjęto.|dyplom doktora filozofii order lub tytuł i wydawał się bardzo zdziwionym gdy propozycyi nie przyjęto.
